OBJECTID *,Shape *,Join_Count,TARGET_FID,id,name,latitude,longitude,latitude_2,longitude_2,name_2,observation_time,temperature,temperature_high,temperature_low,humidity,solar_radiation,solar_radiation_high,rain,rain_inches_last_hour,wind_speed_mph,wind_direction_degrees,wind_gust_speed_mph,wind_gust_direction_degrees,pressure,soil_temp_1,soil_temp_2,soil_temp_3,soil_temp_4,soil_moist_1,soil_moist_2,soil_moist_3,soil_moist_4,Temp_IDWalt,Temp_EBKalt,AREA,PERIMETER,NAME_U,NAME_L,NCAPC,CNTY_FIPS,STFID,POP2000,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,MALES,FEMALES,AGE_UNDER5,AGE_5_17,AGE_18_21,AGE_22_29,AGE_30_39,AGE_40_49,AGE_50_64,AGE_65_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,Shape__Are,Shape__Len
84,Point Z,1,84,112,Waveland,39.883063,-87.011171,39.883063,-87.011171,Waveland,2021-02-23T23:30:00Z,44,45,44,74,<Null>,32767,0,0,5,247.5,6,225,30.038,32,32,33,34,55,14,115,95,44.00352,44.51974,1308143679,145169.6661,MONTGOMERY,Montgomery,54,107,18107,37629,36414,288,73,159,13,413,269,611,18774,18855,2507,7259,2110,3585,5484,5507,5955,5222,36.6,34.7,38.2,14595,2.5,1549,2142,3650,4763,360,867,10246,2.97,15678,1083,10707,3888,2236232750,189829.4421
85,Point Z,1,85,113,Boyleston,40.280842,-86.378521,40.280842,-86.378521,Boyleston,2021-02-23T23:45:00Z,39,40,39,82,<Null>,32767,0,0,0,<Null>,0,<Null>,29.908,32,32,33,34,58,33,31,12,39.0264,39.90782,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
86,Point Z,1,86,114,Michigantown,40.33221,-86.38949,40.33221,-86.38949,Michigantown,2021-02-23T23:30:00Z,43,44,43,77,<Null>,32767,0,0,2,202.5,5,225,29.689,32,32,34,37,200,162,27,21,42.92299,40.7896,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
87,Point Z,1,87,115,Frankfort,40.19144,-86.50895,40.19144,-86.50895,Frankfort,2021-02-23T23:30:00Z,41,44,41,67,<Null>,32767,0,0,0,225,3,225,29.982,32,33,34,34,25,48,38,35,41.00871,40.94283,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
88,Point Z,1,88,116,Frankfort,40.257054,-86.455001,40.257054,-86.455001,Frankfort,2021-02-23T23:30:00Z,42,42,42,79,<Null>,32767,0,0,0,<Null>,0,<Null>,29.953,33,34,34,35,10,200,8,9,41.98269,40.98447,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
89,Point Z,1,89,117,Frankfort,40.33982,-86.5305,40.33982,-86.5305,Frankfort,2021-02-23T23:45:00Z,42,43,41,74,<Null>,32767,0,0,1,247.5,2,247.5,29.737,33,33,34,34,10,11,9,7,41.96742,40.59092,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
90,Point Z,1,90,118,Frankfort,40.224599,-86.55297,40.224599,-86.55297,Frankfort,2021-02-23T23:45:00Z,41,42,41,78,<Null>,32767,0,0,3,202.5,5,202.5,29.939,32,32,33,34,15,12,200,9,40.98004,40.47448,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
91,Point Z,1,91,119,Forest,40.357423,-86.325579,40.357423,-86.325579,Forest,2021-02-23T23:30:00Z,37,38,37,85,<Null>,32767,0,0,3,247.5,5,247.5,29.948,31,32,33,32,107,58,46,23,37.06503,38.46264,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
92,Point Z,1,92,120,Forest,40.33095,-86.26613,40.33095,-86.26613,Forest,2021-02-23T23:30:00Z,40,41,40,79,<Null>,32767,0,0,0,<Null>,0,<Null>,29.936,32,32,33,34,200,33,<Null>,39,39.98642,39.33325,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
93,Point Z,1,93,121,Kempton,40.271916,-86.24617,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,39.57701,39.45109,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
94,Point Z,1,94,122,Kirklin,40.187308,-86.344278,40.187308,-86.344278,Kirklin,2021-02-23T23:30:00Z,39,41,39,82,<Null>,32767,0,0,2,270,4,270,29.946,32,32,32,34,94,11,8,84,39.00723,39.87265,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
95,Point Z,1,95,123,Hillisburg,40.256952,-86.352927,40.256952,-86.352927,Hillisburg,2021-02-23T23:30:00Z,40,40,40,81,<Null>,32767,0,0,0,<Null>,0,<Null>,29.947,31,32,33,32,200,<Null>,69,200,39.99255,39.98526,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
96,Point Z,1,96,124,Middlefork,40.409453,-86.36011,40.409453,-86.36011,Middlefork,2021-02-23T23:45:00Z,36,36,36,85,<Null>,32767,0,0,4,0,6,0,30.034,33,34,34,35,13,12,9,7,36.05728,37.48479,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
97,Point Z,1,97,125,Middlefork,40.409609,-86.435487,40.409609,-86.435487,Middlefork,2021-02-23T23:30:00Z,38,39,38,83,<Null>,32767,0,0,5,202.5,6,202.5,29.917,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,38.03925,38.71109,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
98,Point Z,1,98,126,Michigantown,40.340879,-86.44863,40.340879,-86.44863,Michigantown,2021-02-23T23:30:00Z,40,41,40,74,<Null>,32767,0,0,1,225,3,225,29.948,32,32,33,34,17,23,23,29,40.00181,40.18964,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
99,Point Z,1,99,127,Frankfort,40.205871,-86.437507,40.205871,-86.437507,Frankfort,2021-02-23T23:30:00Z,42,42,42,78,<Null>,32767,0,0,4,270,6,270,30.253,33,33,34,34,20,10,10,12,41.98306,40.94772,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
100,Point Z,1,100,128,Frankfort,40.188546,-86.536138,40.188546,-86.536138,Frankfort,2021-02-23T23:30:00Z,42,45,42,76,<Null>,32767,0,0,0,<Null>,0,<Null>,29.951,32,32,33,34,12,11,10,9,41.97417,41.02131,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
101,Point Z,1,101,129,Frankfort,40.260898,-86.534023,40.260898,-86.534023,Frankfort,2021-02-23T23:30:00Z,40,40,40,83,<Null>,32767,0,0,2,202.5,4,202.5,29.944,33,34,35,39,0,8,7,7,40.00734,40.34347,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
102,Point Z,1,102,130,Rossville,40.397915,-86.553685,40.397915,-86.553685,Rossville,2021-02-23T23:45:00Z,38,40,38,82,<Null>,32767,0,0,0,<Null>,0,<Null>,29.808,32,32,32,33,52,22,14,12,38.03232,39.19202,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
103,Point Z,1,103,131,Frankfort,40.261357,-86.659273,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,39.96055,40.75719,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
104,Point Z,1,104,132,Colfax,40.182259,-86.648022,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,40.68183,41.29771,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
105,Point Z,1,105,39,WHIN039-WHIT004 Frontier HS,40.66711,-86.86156,40.66711,-86.86156,WHIN039-WHIT004 Frontier HS,2021-02-23T23:45:00Z,40,40,39,82,0,0,0,0,2,247.5,4,225,29.213,33,33,34,36,6,4,5,6,39.90651,38.55867,1316738458,170432.3147,WHITE,White,91,181,18181,25267,24054,40,64,62,9,805,233,1349,12429,12838,1619,4905,1136,2435,3453,3829,4143,3747,37.6,36,39.1,9727,2.57,863,1335,2409,3463,251,492,7093,2.99,12083,2356,7448,2279,2298475193,225126.9481
106,Point Z,1,106,40,WHIN040-WHIT005 Tri-County HS,40.73415,-87.08579,40.73415,-87.08579,WHIN040-WHIT005 Tri-County HS,2021-02-23T23:45:00Z,36,37,36,85,3,7,0,0,2,180,5,180,29.2,34,34,35,35,5,8,5,6,36.00835,36.41098,1316738458,170432.3147,WHITE,White,91,181,18181,25267,24054,40,64,62,9,805,233,1349,12429,12838,1619,4905,1136,2435,3453,3829,4143,3747,37.6,36,39.1,9727,2.57,863,1335,2409,3463,251,492,7093,2.99,12083,2356,7448,2279,2298475193,225126.9481
107,Point Z,1,107,32,WHIN032-FOUN004 EXT,40.118,-87.28628,40.118,-87.28628,WHIN032-FOUN004 EXT,2021-02-23T23:45:00Z,47,47,45,68,5,11,0,0,3,157.5,6,202.5,29.176,33,34,34,35,5,3,2,2,46.98933,44.80064,1029786599,142438.1468,FOUNTAIN,Fountain,23,45,18045,17954,17722,19,36,32,1,50,94,190,8908,9046,1191,3520,771,1566,2574,2589,2949,2794,37.7,35.8,39.4,7041,2.52,700,1048,1778,2380,185,334,5038,3,7692,651,5482,1559,1764513518,186539.062
108,Point Z,1,108,34,WHIN034-WARR003 EXT,40.4492,-87.24212,40.4492,-87.24212,WHIN034-WARR003 EXT,2021-02-23T23:45:00Z,39,46,39,76,3,7,0,0,1,202.5,3,202.5,29.252,32,33,33,34,4,5,4,3,39.03274,41.16596,948193947.1,144068.6232,WARREN,Warren,86,171,18171,8419,8342,7,12,15,2,6,35,37,4267,4152,509,1684,313,689,1250,1287,1514,1173,38.2,36.6,39.9,3219,2.58,284,397,865,1223,79,129,2423,2.98,3477,258,2609,610,1635477879,189154.1783
109,Point Z,1,109,45,WHIN045-CARR003,40.57594,-86.42681,40.57594,-86.42681,WHIN045-CARR003,2021-02-23T23:45:00Z,40,41,40,77,2,7,0,0,0,202.5,2,202.5,29.233,34,33,35,35,4,7,4,5,39.9384,39.32828,970406171.8,140073.5824,CARROLL,Carroll,8,15,18015,20165,19691,40,33,12,1,280,108,591,10060,10105,1368,3930,870,1886,2883,3141,3281,2806,37.2,36.2,38.3,7718,2.59,784,976,2081,2820,185,294,5686,3.04,8675,957,6149,1569,1685479027,184606.9798
110,Point Z,1,110,46,WHIN046-CARR004,40.62386,-86.56297,40.62386,-86.56297,WHIN046-CARR004,2021-02-23T23:45:00Z,40,42,40,76,2,7,0,0,4,180,5,180,29.263,33,34,34,35,7,5,4,4,39.97062,39.41598,970406171.8,140073.5824,CARROLL,Carroll,8,15,18015,20165,19691,40,33,12,1,280,108,591,10060,10105,1368,3930,870,1886,2883,3141,3281,2806,37.2,36.2,38.3,7718,2.59,784,976,2081,2820,185,294,5686,3.04,8675,957,6149,1569,1685479027,184606.9798
111,Point Z,1,111,47,WHIN047-CARR005,40.62344,-86.49658,40.62344,-86.49658,WHIN047-CARR005,2021-02-23T23:45:00Z,41,41,41,76,2,7,0,0,4,180,6,180,29.263,32,32,34,35,13,20,13,8,40.90594,39.69944,970406171.8,140073.5824,CARROLL,Carroll,8,15,18015,20165,19691,40,33,12,1,280,108,591,10060,10105,1368,3930,870,1886,2883,3141,3281,2806,37.2,36.2,38.3,7718,2.59,784,976,2081,2820,185,294,5686,3.04,8675,957,6149,1569,1685479027,184606.9798
112,Point Z,1,112,48,WHIN048-CARR006,40.61944,-86.43236,40.61944,-86.43236,WHIN048-CARR006,2021-02-23T23:30:00Z,39,39,38,75,9,18,0,0,4,202.5,5,202.5,29.218,33,33,34,34,13,15,12,15,38.98345,38.88303,970406171.8,140073.5824,CARROLL,Carroll,8,15,18015,20165,19691,40,33,12,1,280,108,591,10060,10105,1368,3930,870,1886,2883,3141,3281,2806,37.2,36.2,38.3,7718,2.59,784,976,2081,2820,185,294,5686,3.04,8675,957,6149,1569,1685479027,184606.9798
113,Point Z,1,113,49,WHIN049-CARR007,40.64308,-86.42975,40.64308,-86.42975,WHIN049-CARR007,2021-02-23T23:30:00Z,38,38,36,82,9,12,0,0,4,202.5,6,202.5,29.21,34,34,35,36,12,7,9,6,38.02864,38.43834,970406171.8,140073.5824,CARROLL,Carroll,8,15,18015,20165,19691,40,33,12,1,280,108,591,10060,10105,1368,3930,870,1886,2883,3141,3281,2806,37.2,36.2,38.3,7718,2.59,784,976,2081,2820,185,294,5686,3.04,8675,957,6149,1569,1685479027,184606.9798
114,Point Z,1,114,50,WHIN050-CARR008,40.57311,-86.53475,40.57311,-86.53475,WHIN050-CARR008,2021-02-23T23:45:00Z,37,38,37,78,2,7,0,0,1,0,3,0,29.277,34,35,35,35,6,6,10,10,37.08636,38.37158,970406171.8,140073.5824,CARROLL,Carroll,8,15,18015,20165,19691,40,33,12,1,280,108,591,10060,10105,1368,3930,870,1886,2883,3141,3281,2806,37.2,36.2,38.3,7718,2.59,784,976,2081,2820,185,294,5686,3.04,8675,957,6149,1569,1685479027,184606.9798
115,Point Z,1,115,3,WHIN003-WHIT001,40.73083,-86.98467,40.73083,-86.98467,WHIN003-WHIT001,2021-02-23T23:45:00Z,35,35,35,85,1,5,0,0,3,180,5,202.5,29.932,32,32,33,33,7,8,6,3,35.04801,36.012,1316738458,170432.3147,WHITE,White,91,181,18181,25267,24054,40,64,62,9,805,233,1349,12429,12838,1619,4905,1136,2435,3453,3829,4143,3747,37.6,36,39.1,9727,2.57,863,1335,2409,3463,251,492,7093,2.99,12083,2356,7448,2279,2298475193,225126.9481
116,Point Z,1,116,4,WHIN004-MONT001,40.04188,-86.76929,40.04188,-86.76929,WHIN004-MONT001,2021-02-23T23:45:00Z,42,42,40,80,3,9,0,0,2,225,4,225,29.986,32,32,32,32,121,137,6,7,42.01073,43.43317,1308143679,145169.6661,MONTGOMERY,Montgomery,54,107,18107,37629,36414,288,73,159,13,413,269,611,18774,18855,2507,7259,2110,3585,5484,5507,5955,5222,36.6,34.7,38.2,14595,2.5,1549,2142,3650,4763,360,867,10246,2.97,15678,1083,10707,3888,2236232750,189829.4421
117,Point Z,1,117,7,WHIN007-CASS002,40.69305,-86.21365,40.69305,-86.21365,WHIN007-CASS002,2021-02-23T23:45:00Z,37,37,36,83,1,5,0,0,3,0,4,0,29.993,32,32,33,34,5,20,21,15,37.00677,37.46392,1073801001,147649.174,CASS,Cass,9,17,18017,40930,38352,527,127,221,17,1320,366,2905,20569,20361,2846,7740,2076,4162,5686,6124,6374,5922,36.7,34.8,38.6,15715,2.53,1661,2408,3729,5062,354,892,10928,3.01,16620,905,11577,4138,1874928893,195093.6424
118,Point Z,1,118,9,WHIN009-WARR001,40.30161,-87.48241,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,41.18351,42.28328,948193947.1,144068.6232,WARREN,Warren,86,171,18171,8419,8342,7,12,15,2,6,35,37,4267,4152,509,1684,313,689,1250,1287,1514,1173,38.2,36.6,39.9,3219,2.58,284,397,865,1223,79,129,2423,2.98,3477,258,2609,610,1635477879,189154.1783
119,Point Z,1,119,10,WHIN010-TIPP001,40.48022,-87.04583,40.48022,-87.04583,WHIN010-TIPP001,2021-02-23T23:45:00Z,43,45,43,74,3,7,0,0,0,<Null>,0,<Null>,29.221,32,33,33,34,3,9,9,5,42.97831,41.68277,1302322797,145012.5148,TIPPECANOE,Tippecanoe,79,157,18157,148955,132354,3752,417,6649,48,3687,2048,7834,76423,72532,8771,22429,25638,24160,19157,18093,17175,13532,27.2,25.7,29,55226,2.42,7185,8304,11781,14137,951,3010,32403,3.01,58343,3117,30892,24334,2249101081,190593.3045
120,Point Z,1,120,11,WHIN011-BENT002,40.57884,-87.3521,40.57884,-87.3521,WHIN011-BENT002,2021-02-23T23:45:00Z,43,45,43,74,427,427,0,0,5,180,6,180,29.976,32,31,32,33,163,172,41,7,42.96261,39.96395,1051997674,130767.1265,BENTON,Benton,4,7,18007,9421,9129,20,13,8,0,121,130,245,4677,4744,626,2000,389,820,1341,1380,1388,1477,36.7,34.6,38.7,3558,2.59,343,528,963,1155,88,201,2549,3.09,3818,260,2697,861,1828494476,172361.6273
121,Point Z,1,121,14,WHIN014-CARR001,40.57623,-86.48683,40.57623,-86.48683,WHIN014-CARR001,2021-02-23T23:45:00Z,39,39,39,80,2,7,0,0,0,157.5,2,157.5,29.24,33,33,34,34,6,9,9,6,39.00472,39.04031,970406171.8,140073.5824,CARROLL,Carroll,8,15,18015,20165,19691,40,33,12,1,280,108,591,10060,10105,1368,3930,870,1886,2883,3141,3281,2806,37.2,36.2,38.3,7718,2.59,784,976,2081,2820,185,294,5686,3.04,8675,957,6149,1569,1685479027,184606.9798
122,Point Z,1,122,15,WHIN015-CLIN001,40.395772,-86.46858,40.395772,-86.46858,WHIN015-CLIN001,2021-02-23T23:45:00Z,41,41,41,74,1,5,0,0,2,202.5,5,202.5,29.995,32,32,33,35,4,3,2,1,40.9792,39.86303,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
123,Point Z,1,123,16,WHIN016-CLIN002,40.22575,-86.280392,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,39.63135,39.70479,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
124,Point Z,1,124,17,WHIN017-WHIT002,40.6385,-86.84135,40.6385,-86.84135,WHIN017-WHIT002,2021-02-23T23:45:00Z,40,40,40,77,3,7,0,0,4,225,9,225,29.97,32,33,33,34,33,39,20,16,39.9514,39.02407,1316738458,170432.3147,WHITE,White,91,181,18181,25267,24054,40,64,62,9,805,233,1349,12429,12838,1619,4905,1136,2435,3453,3829,4143,3747,37.6,36,39.1,9727,2.57,863,1335,2409,3463,251,492,7093,2.99,12083,2356,7448,2279,2298475193,225126.9481
125,Point Z,1,125,18,WHIN018-BENT003,40.64988,-87.47267,40.64988,-87.47267,WHIN018-BENT003,2021-02-23T23:45:00Z,39,39,37,85,3,7,0,0,5,180,8,180,29.207,33,32,33,34,6,4,3,2,39.01158,39.06809,1051997674,130767.1265,BENTON,Benton,4,7,18007,9421,9129,20,13,8,0,121,130,245,4677,4744,626,2000,389,820,1341,1380,1388,1477,36.7,34.6,38.7,3558,2.59,343,528,963,1155,88,201,2549,3.09,3818,260,2697,861,1828494476,172361.6273
126,Point Z,1,126,19,WHIN019-CASS003,40.649157,-86.335405,40.649157,-86.335405,WHIN019-CASS003,2021-02-23T23:45:00Z,39,39,38,79,1,5,0,0,3,180,5,202.5,29.978,32,32,34,35,6,7,4,6,38.98579,38.41957,1073801001,147649.174,CASS,Cass,9,17,18017,40930,38352,527,127,221,17,1320,366,2905,20569,20361,2846,7740,2076,4162,5686,6124,6374,5922,36.7,34.8,38.6,15715,2.53,1661,2408,3729,5062,354,892,10928,3.01,16620,905,11577,4138,1874928893,195093.6424
