OBJECTID *,Shape *,Join_Count,TARGET_FID,id,name,latitude,longitude,latitude_2,longitude_2,name_2,observation_time,temperature,temperature_high,temperature_low,humidity,solar_radiation,solar_radiation_high,rain,rain_inches_last_hour,wind_speed_mph,wind_direction_degrees,wind_gust_speed_mph,wind_gust_direction_degrees,pressure,soil_temp_1,soil_temp_2,soil_temp_3,soil_temp_4,soil_moist_1,soil_moist_2,soil_moist_3,soil_moist_4,Temp_IDWalt,Temp_EBKalt,AREA,PERIMETER,NAME_U,NAME_L,NCAPC,CNTY_FIPS,STFID,POP2000,WHITE,BLACK,AMERI_ES,ASIAN,HAWN_PI,OTHER,MULT_RACE,HISPANIC,MALES,FEMALES,AGE_UNDER5,AGE_5_17,AGE_18_21,AGE_22_29,AGE_30_39,AGE_40_49,AGE_50_64,AGE_65_UP,MED_AGE,MED_AGE_M,MED_AGE_F,HOUSEHOLDS,AVE_HH_SZ,HSEHLD_1_M,HSEHLD_1_F,MARHH_CHD,MARHH_NO_C,MHH_CHILD,FHH_CHILD,FAMILIES,AVE_FAM_SZ,HSE_UNITS,VACANT,OWNER_OCC,RENTER_OCC,Shape__Are,Shape__Len
127,Point Z,1,127,21,WHIN021-MONT002,40.148842,-86.733605,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,42.48664,42.20412,1308143679,145169.6661,MONTGOMERY,Montgomery,54,107,18107,37629,36414,288,73,159,13,413,269,611,18774,18855,2507,7259,2110,3585,5484,5507,5955,5222,36.6,34.7,38.2,14595,2.5,1549,2142,3650,4763,360,867,10246,2.97,15678,1083,10707,3888,2236232750,189829.4421
128,Point Z,1,128,24,WHIN024-FOUN002,39.99672,-87.25761,39.99672,-87.25761,WHIN024-FOUN002,2021-02-23T23:45:00Z,42,47,42,75,3,7,0,0,1,202.5,5,157.5,29.229,32,33,34,35,6,4,4,3,42.00529,44.27198,1029786599,142438.1468,FOUNTAIN,Fountain,23,45,18045,17954,17722,19,36,32,1,50,94,190,8908,9046,1191,3520,771,1566,2574,2589,2949,2794,37.7,35.8,39.4,7041,2.52,700,1048,1778,2380,185,334,5038,3,7692,651,5482,1559,1764513518,186539.062
129,Point Z,0,129,29,WHIN029-FOUN003,39.61978,-87.04714,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
130,Point Z,1,130,8,WHIN008-TIPP005 Chatham Square,40.42919,-86.84547,40.42919,-86.84547,WHIN008-TIPP005 Chatham Square,2021-02-23T23:45:00Z,45,46,45,70,2,7,0,0,2,22.5,4,22.5,29.952,36,35,34,35,6,5,6,6,45.14185,43.82264,1302322797,145012.5148,TIPPECANOE,Tippecanoe,79,157,18157,148955,132354,3752,417,6649,48,3687,2048,7834,76423,72532,8771,22429,25638,24160,19157,18093,17175,13532,27.2,25.7,29,55226,2.42,7185,8304,11781,14137,951,3010,32403,3.01,58343,3117,30892,24334,2249101081,190593.3045
131,Point Z,1,131,12,WHIN012-WARR002,40.38611,-87.10128,40.38611,-87.10128,WHIN012-WARR002,2021-02-23T23:45:00Z,44,45,44,73,3,7,0,0,1,202.5,4,202.5,29.985,32,33,34,35,9,10,5,3,43.99025,42.65173,948193947.1,144068.6232,WARREN,Warren,86,171,18171,8419,8342,7,12,15,2,6,35,37,4267,4152,509,1684,313,689,1250,1287,1514,1173,38.2,36.6,39.9,3219,2.58,284,397,865,1223,79,129,2423,2.98,3477,258,2609,610,1635477879,189154.1783
132,Point Z,1,132,13,WHIN013-TIPP002,40.52163,-87.020111,40.52163,-87.020111,WHIN013-TIPP002,2021-02-23T23:45:00Z,39,41,39,76,3,7,0,0,1,247.5,4,247.5,29.986,31,32,33,34,148,7,3,4,39.01987,40.35405,1302322797,145012.5148,TIPPECANOE,Tippecanoe,79,157,18157,148955,132354,3752,417,6649,48,3687,2048,7834,76423,72532,8771,22429,25638,24160,19157,18093,17175,13532,27.2,25.7,29,55226,2.42,7185,8304,11781,14137,951,3010,32403,3.01,58343,3117,30892,24334,2249101081,190593.3045
133,Point Z,1,133,22,WHIN022-CLIN003 EXT,40.24847,-86.59035,40.24847,-86.59035,WHIN022-CLIN003 EXT,2021-02-23T23:45:00Z,37,39,37,78,2,7,0,0,0,<Null>,0,<Null>,30.008,32,32,33,34,83,5,14,3,37.03756,39.46125,1048797387,132964.602,CLINTON,Clinton,12,23,18023,33866,31962,103,48,71,7,1414,261,2478,16704,17162,2390,6853,1760,3419,4802,4990,4779,4873,35.6,33.8,37.3,12545,2.63,1208,1749,3372,4018,320,721,9059,3.1,13267,722,9140,3405,1806548422,174457.6145
134,Point Z,1,134,23,WHIN023-WHIT003 EXT,40.75144,-86.86746,40.75144,-86.86746,WHIN023-WHIT003 EXT,2021-02-23T23:45:00Z,37,38,37,84,1,5,0,0,2,180,4,180,29.118,34,35,36,37,6,6,5,3,36.99599,37.04586,1316738458,170432.3147,WHITE,White,91,181,18181,25267,24054,40,64,62,9,805,233,1349,12429,12838,1619,4905,1136,2435,3453,3829,4143,3747,37.6,36,39.1,9727,2.57,863,1335,2409,3463,251,492,7093,2.99,12083,2356,7448,2279,2298475193,225126.9481
135,Point Z,1,135,25,WHIN025-MONT003 EXT,40.04481,-86.89126,40.04481,-86.89126,WHIN025-MONT003 EXT,2021-02-23T23:45:00Z,49,50,49,63,2,7,0,0,1,225,4,247.5,29.187,33,33,34,35,7,6,6,7,48.96042,45.42506,1308143679,145169.6661,MONTGOMERY,Montgomery,54,107,18107,37629,36414,288,73,159,13,413,269,611,18774,18855,2507,7259,2110,3585,5484,5507,5955,5222,36.6,34.7,38.2,14595,2.5,1549,2142,3650,4763,360,867,10246,2.97,15678,1083,10707,3888,2236232750,189829.4421
136,Point Z,1,136,26,WHIN026-BENT004 EXT,40.54842,-87.12283,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,39.00402,39.67287,1051997674,130767.1265,BENTON,Benton,4,7,18007,9421,9129,20,13,8,0,121,130,245,4677,4744,626,2000,389,820,1341,1380,1388,1477,36.7,34.6,38.7,3558,2.59,343,528,963,1155,88,201,2549,3.09,3818,260,2697,861,1828494476,172361.6273
137,Point Z,1,137,27,WHIN027-TIPP003 EXT,40.38494,-86.84577,40.38494,-86.84577,WHIN027-TIPP003 EXT,2021-02-23T23:45:00Z,43,45,43,73,2,7,0,0,0,0,2,0,29.261,33,34,34,35,6,5,5,6,43.04144,43.27241,1302322797,145012.5148,TIPPECANOE,Tippecanoe,79,157,18157,148955,132354,3752,417,6649,48,3687,2048,7834,76423,72532,8771,22429,25638,24160,19157,18093,17175,13532,27.2,25.7,29,55226,2.42,7185,8304,11781,14137,951,3010,32403,3.01,58343,3117,30892,24334,2249101081,190593.3045
138,Point Z,1,138,30,WHIN030-CARR009 EXT,40.54726,-86.52444,40.54726,-86.52444,WHIN030-CARR009 EXT,2021-02-23T23:45:00Z,41,42,41,72,2,7,0,0,1,225,3,225,29.249,32,33,34,35,5,7,8,3,40.89119,39.53134,970406171.8,140073.5824,CARROLL,Carroll,8,15,18015,20165,19691,40,33,12,1,280,108,591,10060,10105,1368,3930,870,1886,2883,3141,3281,2806,37.2,36.2,38.3,7718,2.59,784,976,2081,2820,185,294,5686,3.04,8675,957,6149,1569,1685479027,184606.9798
139,Point Z,1,139,31,WHIN031-CASS005 EXT,40.78383,-86.33381,40.78383,-86.33381,WHIN031-CASS005 EXT,2021-02-23T23:45:00Z,41,42,41,75,1,5,0,0,2,202.5,5,180,29.114,32,32,33,33,29,20,6,5,40.97112,39.61161,1073801001,147649.174,CASS,Cass,9,17,18017,40930,38352,527,127,221,17,1320,366,2905,20569,20361,2846,7740,2076,4162,5686,6124,6374,5922,36.7,34.8,38.6,15715,2.53,1661,2408,3729,5062,354,892,10928,3.01,16620,905,11577,4138,1874928893,195093.6424
140,Point Z,1,140,35,WHIN035-CASS004 Ivy Tech,40.73612,-86.35604,40.73612,-86.35604,WHIN035-CASS004 Ivy Tech,2021-02-23T23:45:00Z,38,39,38,77,2,7,0,0,3,247.5,4,225,29.336,32,32,34,36,70,18,4,2,38.0069,38.36422,1073801001,147649.174,CASS,Cass,9,17,18017,40930,38352,527,127,221,17,1320,366,2905,20569,20361,2846,7740,2076,4162,5686,6124,6374,5922,36.7,34.8,38.6,15715,2.53,1661,2408,3729,5062,354,892,10928,3.01,16620,905,11577,4138,1874928893,195093.6424
141,Point Z,1,141,36,WHIN036-TIPP004,40.29861,-86.90033,40.29861,-86.90033,WHIN036-TIPP004,2021-02-23T23:45:00Z,41,43,41,75,2,7,0,0,2,202.5,3,202.5,29.217,32,32,33,33,3,3,5,1,41.01536,42.99211,1302322797,145012.5148,TIPPECANOE,Tippecanoe,79,157,18157,148955,132354,3752,417,6649,48,3687,2048,7834,76423,72532,8771,22429,25638,24160,19157,18093,17175,13532,27.2,25.7,29,55226,2.42,7185,8304,11781,14137,951,3010,32403,3.01,58343,3117,30892,24334,2249101081,190593.3045
142,Point Z,1,142,38,WHIN038-WARR004,40.29858,-87.38647,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,42.6044,42.79075,948193947.1,144068.6232,WARREN,Warren,86,171,18171,8419,8342,7,12,15,2,6,35,37,4267,4152,509,1684,313,689,1250,1287,1514,1173,38.2,36.6,39.9,3219,2.58,284,397,865,1223,79,129,2423,2.98,3477,258,2609,610,1635477879,189154.1783
143,Point Z,1,143,41,WHIN041-TIPP006 Cumberland Gardens,40.46325,-86.91867,40.46325,-86.91867,WHIN041-TIPP006 Cumberland Gardens,2021-02-23T23:45:00Z,45,46,45,69,2,5,0,0,0,<Null>,0,<Null>,29.243,33,34,35,35,9,6,7,9,44.97513,43.1363,1302322797,145012.5148,TIPPECANOE,Tippecanoe,79,157,18157,148955,132354,3752,417,6649,48,3687,2048,7834,76423,72532,8771,22429,25638,24160,19157,18093,17175,13532,27.2,25.7,29,55226,2.42,7185,8304,11781,14137,951,3010,32403,3.01,58343,3117,30892,24334,2249101081,190593.3045
144,Point Z,1,144,42,WHIN042-CARR002,40.54233,-86.4815,40.54233,-86.4815,WHIN042-CARR002,2021-02-23T23:45:00Z,39,40,39,75,2,7,0,0,2,202.5,3,202.5,29.21,32,33,33,35,7,4,4,6,39.00869,39.12915,970406171.8,140073.5824,CARROLL,Carroll,8,15,18015,20165,19691,40,33,12,1,280,108,591,10060,10105,1368,3930,870,1886,2883,3141,3281,2806,37.2,36.2,38.3,7718,2.59,784,976,2081,2820,185,294,5686,3.04,8675,957,6149,1569,1685479027,184606.9798
145,Point Z,1,145,44,Pedestrian Bridge,40.41936,-86.89753,40.41936,-86.89753,Pedestrian Bridge,2021-02-23T23:45:00Z,46,47,46,68,3,7,0,0,3,180,7,157.5,29.978,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,45.97816,43.99119,1302322797,145012.5148,TIPPECANOE,Tippecanoe,79,157,18157,148955,132354,3752,417,6649,48,3687,2048,7834,76423,72532,8771,22429,25638,24160,19157,18093,17175,13532,27.2,25.7,29,55226,2.42,7185,8304,11781,14137,951,3010,32403,3.01,58343,3117,30892,24334,2249101081,190593.3045
146,Point Z,1,146,168,WHIN051E-BENT005,40.48079,-87.20682,40.48079,-87.20682,WHIN051E-BENT005,2021-02-23T23:30:00Z,45,45,44,72,9,12,0,0,1,247.5,2,247.5,29.805,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,44.82582,41.13762,1051997674,130767.1265,BENTON,Benton,4,7,18007,9421,9129,20,13,8,0,121,130,245,4677,4744,626,2000,389,820,1341,1380,1388,1477,36.7,34.6,38.7,3558,2.59,343,528,963,1155,88,201,2549,3.09,3818,260,2697,861,1828494476,172361.6273
147,Point Z,1,147,151,WHIN059-CASS006,40.84436,-86.18173,40.84436,-86.18173,WHIN059-CASS006,2021-02-23T23:45:00Z,39,40,39,76,2,7,0,0,6,202.5,8,225,29.123,32,32,32,32,2,191,12,14,38.99851,<Null>,1073801001,147649.174,CASS,Cass,9,17,18017,40930,38352,527,127,221,17,1320,366,2905,20569,20361,2846,7740,2076,4162,5686,6124,6374,5922,36.7,34.8,38.6,15715,2.53,1661,2408,3729,5062,354,892,10928,3.01,16620,905,11577,4138,1874928893,195093.6424
148,Point Z,1,148,150,WHIN058-PULA007,41.00467,-86.68428,41.00467,-86.68428,WHIN058-PULA007,2021-02-23T23:45:00Z,37,38,37,82,3,7,0,0,5,225,8,225,29.241,32,33,33,33,4,6,7,7,36.99586,37.08633,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
149,Point Z,1,149,161,WHIN071-PULA009,40.97021,-86.89882,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,34.96325,35.33745,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
150,Point Z,0,150,143,WHIN053-PULA005,40.98224,-86.38542,40.98224,-86.38542,WHIN053-PULA005,2021-02-23T23:45:00Z,37,37,37,82,2,7,0,0,8,202.5,10,202.5,29.179,32,33,34,35,5,5,14,8,37.00032,37.04371,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
151,Point Z,1,151,147,WHIN057-PULA006,41.01865,-86.7101,41.01865,-86.7101,WHIN057-PULA006,2021-02-23T23:45:00Z,36,38,36,80,2,7,0,0,3,225,5,225,29.226,33,34,35,35,3,3,4,6,36.03244,36.71064,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
152,Point Z,1,152,158,WHIN067-PULA008 West Central,41.02811,-86.89036,41.02811,-86.89036,WHIN067-PULA008 West Central,2021-02-23T23:45:00Z,34,34,34,86,2,7,0,0,6,202.5,7,202.5,29.25,32,33,34,35,4,8,5,13,34.02129,34.87804,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
153,Point Z,0,153,160,WHIN069-CASS007,40.97061,-86.35304,40.97061,-86.35304,WHIN069-CASS007,2021-02-23T23:45:00Z,37,37,37,83,3,9,0,0,7,225,9,225,29.141,32,32,32,34,98,173,36,31,37.00206,37.20619,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>
154,Point Z,1,154,139,Francesville,41.02205,-86.83381,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,35.83817,35.96385,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
155,Point Z,1,155,51,Thornhope,40.913702,-86.544453,40.913702,-86.544453,Thornhope,2021-02-23T23:45:00Z,38,38,38,81,<Null>,32767,0,0,6,202.5,8,202.5,29.902,33,33,34,34,9,11,9,12,37.98423,37.41671,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
156,Point Z,1,156,52,Medaryville,41.08899,-86.89137,41.08899,-86.89137,Medaryville,2021-02-23T23:45:00Z,38,38,38,82,<Null>,32767,0,0,5,202.5,7,225,30.002,32,33,34,36,5,<Null>,20,13,37.99135,36.98699,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
157,Point Z,1,157,53,Francesville,40.941671,-86.838294,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,36.33956,36.26751,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
158,Point Z,1,158,54,Francessville,41.01236,-86.909964,41.01236,-86.909964,Francessville,2021-02-23T23:45:00Z,34,35,34,90,<Null>,32767,0,0,0,<Null>,0,<Null>,30.16,32,31,32,32,140,85,37,14,34.01404,34.71691,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
159,Point Z,1,159,56,Headlee,40.909704,-86.636375,40.909704,-86.636375,Headlee,2021-02-23T23:30:00Z,39,40,39,80,<Null>,32767,0,0,5,202.5,9,202.5,29.93,35,36,36,41,13,9,9,8,38.9702,38.2977,1316738458,170432.3147,WHITE,White,91,181,18181,25267,24054,40,64,62,9,805,233,1349,12429,12838,1619,4905,1136,2435,3453,3829,4143,3747,37.6,36,39.1,9727,2.57,863,1335,2409,3463,251,492,7093,2.99,12083,2356,7448,2279,2298475193,225126.9481
160,Point Z,1,160,66,Buffalo,40.908143,-86.658619,40.908143,-86.658619,Buffalo,2021-02-23T23:30:00Z,38,38,38,85,<Null>,32767,0,0,6,202.5,8,202.5,29.901,32,34,33,34,40,24,20,16,38.00501,38.09672,1316738458,170432.3147,WHITE,White,91,181,18181,25267,24054,40,64,62,9,805,233,1349,12429,12838,1619,4905,1136,2435,3453,3829,4143,3747,37.6,36,39.1,9727,2.57,863,1335,2409,3463,251,492,7093,2.99,12083,2356,7448,2279,2298475193,225126.9481
161,Point Z,1,161,67,Monticello,40.91174,-86.75088,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,37.77187,37.51692,1316738458,170432.3147,WHITE,White,91,181,18181,25267,24054,40,64,62,9,805,233,1349,12429,12838,1619,4905,1136,2435,3453,3829,4143,3747,37.6,36,39.1,9727,2.57,863,1335,2409,3463,251,492,7093,2.99,12083,2356,7448,2279,2298475193,225126.9481
162,Point Z,1,162,72,Monon,40.904426,-86.835242,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,36.84428,36.63591,1316738458,170432.3147,WHITE,White,91,181,18181,25267,24054,40,64,62,9,805,233,1349,12429,12838,1619,4905,1136,2435,3453,3829,4143,3747,37.6,36,39.1,9727,2.57,863,1335,2409,3463,251,492,7093,2.99,12083,2356,7448,2279,2298475193,225126.9481
163,Point Z,1,163,79,Royal Center,40.897101,-86.516266,40.897101,-86.516266,Royal Center,2021-02-23T23:45:00Z,36,37,36,85,<Null>,32767,0,0,4,202.5,6,202.5,29.875,32,32,33,34,28,7,15,18,36.02155,36.73538,1073801001,147649.174,CASS,Cass,9,17,18017,40930,38352,527,127,221,17,1320,366,2905,20569,20361,2846,7740,2076,4162,5686,6124,6374,5922,36.7,34.8,38.6,15715,2.53,1661,2408,3729,5062,354,892,10928,3.01,16620,905,11577,4138,1874928893,195093.6424
164,Point Z,1,164,28,WHIN028-PUL003 West Central HS,41.02719,-86.887,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,<Null>,34.03529,34.92612,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
165,Point Z,1,165,33,WHIN033-PUL003 EXT,41.05992,-86.65639,41.05992,-86.65639,WHIN033-PUL003 EXT,2021-02-23T23:45:00Z,39,40,39,80,1,5,0,0,3,225,9,180,29.225,32,32,33,33,6,9,20,16,38.98807,38.11443,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
166,Point Z,1,166,1,WHIN001-PULA001,40.93894,-86.47418,40.93894,-86.47418,WHIN001-PULA001,2021-02-23T23:45:00Z,35,37,35,86,1,7,0,0,5,225,6,225,29.99,32,32,32,34,4,7,6,15,35.01255,36.11676,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
167,Point Z,1,167,5,WHIN005-CASS001,40.89261,-86.23791,40.89261,-86.23791,WHIN005-CASS001,2021-02-23T23:30:00Z,39,39,37,80,11,14,0,0,8,225,12,225,29.961,32,33,34,34,6,4,5,5,38.99644,38.6978,1073801001,147649.174,CASS,Cass,9,17,18017,40930,38352,527,127,221,17,1320,366,2905,20569,20361,2846,7740,2076,4162,5686,6124,6374,5922,36.7,34.8,38.6,15715,2.53,1661,2408,3729,5062,354,892,10928,3.01,16620,905,11577,4138,1874928893,195093.6424
168,Point Z,1,168,6,WHIN006-PULA002,41.03067,-86.75275,41.03067,-86.75275,WHIN006-PULA002,2021-02-23T23:45:00Z,37,38,37,83,1,5,0,0,4,202.5,7,202.5,29.977,33,33,34,35,5,2,3,1,36.99848,36.84524,1124643616,135689.1653,PULASKI,Pulaski,66,131,18131,13755,13415,127,30,28,3,48,104,191,6938,6817,845,2858,610,1171,1878,2114,2167,2112,37.8,36.6,38.8,5170,2.59,533,680,1385,1790,131,239,3780,3.06,5918,748,4166,1004,1980407048,180008.604
